date,startup,vertical,subvertical,city,Investor,Type,amount,year,month,quarter
2016-04-04,highway delite,consumer internet,various highway help services,bangalore,ns raghavan centre for entrepreneurial learning,seed funding,0.0Cr,2016,4,2
2016-04-05,cult fitness,healthcare,healthcare training programs,bangalore,mukesh bansal,seed funding,0.0Cr,2016,4,2
2016-04-05,haptik,technology,personal assistant app,mumbai,times internet ltd,private equity,0.0Cr,2016,4,2
2016-04-05,servify,consumer internet,gadget & appliances service app,mumbai,blume ventures,private equity,0.0Cr,2016,4,2
2016-04-06,shipsy,logistics,logistics solutions,gurgaon,dtdc express ltd,private equity,8.9Cr,2016,4,2
2016-04-06,gear6,consumer internet,online bike service and repairs platform,bangalore,ninestarter,seed funding,4.45Cr,2016,4,2
2016-04-06,myglamm,consumer internet,mobile based on-demand beauty services platform,mumbai,l\\xe2\\x80\\x99occitane,private equity,53.4Cr,2016,4,2
2016-04-06,petoo,consumer internet,online food delivery platform,bangalore,axilor ventures parampara early stage opportunities fund and others,private equity,8.9Cr,2016,4,2
2016-04-07,truly social,consumer internet,mobile gaming studio,london,nazara technologies pvt ltd,private equity,0.0Cr,2016,4,2
2016-04-08,little black book,consumer internet,"curated food, event & lifestyle guide",new delhi,indian angel network,seed funding,0.0Cr,2016,4,2
2016-04-08,vahan,education,mobile education platform,chennai,villgro,seed funding,0.0Cr,2016,4,2
2016-04-08,imedilane,consumer internet,online health diagnosis platform,new delhi,mahendra patel nilender chauhan,seed funding,0.356Cr,2016,4,2
2016-04-11,living local,consumer internet,social discovery platform,mumbai,rattan chadha,seed funding,1.78Cr,2016,4,2
2016-04-11,vegfru,ecommerce,online fruit & vegetable marketplace,new delhi,wingify,seed funding,0.0Cr,2016,4,2
2016-04-11,oyo,consumer internet,online branded budget room booking service,new delhi,softbank sequoia capital lightspeed venture partners greenoaks capital dsg consumer partners and venture nursery,private equity,890.0Cr,2016,4,2
2016-04-11,priceraja,consumer internet,price comparison portal,gurgaon,prashant puri,seed funding,2.67Cr,2016,4,2
2016-04-12,magicx,consumer internet,on-demand task management app,bangalore,kris gopalakrishnan dr ranjan pai,seed funding,8.9Cr,2016,4,2
2016-04-12,happydemic,consumer internet,artist discovery & booking platform,mumbai,shaan,seed funding,0.0Cr,2016,4,2
2016-04-12,lenden club,finance,peer-to-peer lending platform,mumbai,anirudh damani daud ali narendra karnavat vikas kapoor vikram lakhotia krishna jhunjhunwaala jayesh shah,seed funding,0.0Cr,2016,4,2
2016-04-13,legal raasta,consumer internet,online legal services for startups,new delhi,pravin khandelwal yatin kumar jain,seed funding,8.9Cr,2016,4,2
2016-04-13,raincan,consumer internet,subscription-based grocery delivery mobile app,pune,dr aniruddha malpani,seed funding,1.335Cr,2016,4,2
2016-04-13,hippily,ecommerce,fashion ecommerce app,mumbai,dr sridhar ramaswamy rakesh mathur,seed funding,2.225Cr,2016,4,2
2016-04-13,kredx,ecommerce,invoice discounting\\xc2\\xa0 marketplace,bangalore,prime venture partners kalaari capital,seed funding,6.675Cr,2016,4,2
2016-04-14,wedwise,consumer internet,wedding related services community,new delhi,startup equity partners,seed funding,0.0Cr,2016,4,2
2016-04-14,beaconstalk,technology,contextual mobile advertising,mumbai,rajeev agrawal prashant gooty,seed funding,0.89Cr,2016,4,2
2016-04-15,deal 4loans,consumer internet,loan comparison portal,noida,ram shriram neeraj arora puru vashishtha,seed funding,0.0Cr,2016,4,2
2016-04-15,renewbuy,consumer internet,online car & bike insurance comparison portal,new delhi,mount nathan advisors,seed funding,8.9Cr,2016,4,2
2016-04-15,blue box media,consumer internet,online tech portals,jaipur,mahavir pratap sharma ajay data yogesh chaudhary sanjay phophaliya siddharth agarwal kamal kothari,seed funding,0.0Cr,2016,4,2
2016-04-15,vyomo,consumer internet,on-demand beauty service provider,new delhi,naturals salon chain,private equity,133.5Cr,2016,4,2
2016-04-15,organicshop,ecommerce,marketplace for organic products,jaipur,vivek nathani yogesh chaudhary mahavir pratap sharma kamal kothari h c jain,seed funding,0.0Cr,2016,4,2
2016-04-15,mindyourfleet,consumer internet,car rental software,noida,un disclosed investors,seed funding,0.0Cr,2016,4,2
2016-04-15,nestaway,consumer internet,furnished home rental platform,bangalore,tiger global google capital and accel partners,private equity,267.0Cr,2016,4,2
2016-04-15,tapchief,consumer internet,expert advice platform,bangalore,vijay shekhar sharma,seed funding,1.335Cr,2016,4,2
2016-04-18,rapido,consumer internet,bike aggregator app,bangalore,pawan munjal advantedge partners astarc ventures,private equity,0.0Cr,2016,4,2
2016-04-18,yufta,ecommerce,women\\xe2\\x80\\x99s fashion ecommerce portal,bangalore,ajay data and other hnis,seed funding,0.0Cr,2016,4,2
2016-04-18,smytten,ecommerce,online discovery and shopping platform,gurgaon,rajesh sawheny  rajan anandan amit ranjan niraj singh aecal meraevents,seed funding,0.0Cr,2016,4,2
2016-04-18,houssup,consumer internet,interior design and home furnishing portal,jaipur,mitin patel gaurav agarwal,seed funding,0.0Cr,2016,4,2
2016-04-18,jugnoo,consumer internet,on-demand delivery & logistics platform,chandigarh,paytm and existing investors,private equity,89.0Cr,2016,4,2
2016-04-18,tork motocycles,auto,electric motorcycle manufacturer,pune,bhavish aggarwal ankit bhati,seed funding,0.0Cr,2016,4,2
2016-04-19,betaout,ecommerce,customer intelligence and marketing automation platform,noida,stanford angels letsventure chennai angels hyderabad angels mumbai angels,private equity,13.35Cr,2016,4,2
2016-04-19,driverscart,consumer internet,on-demand chauffeur provider,chennai,ah! ventures calcutta angels\\xc2\\xa0 91springboard,seed funding,4.005Cr,2016,4,2
2016-04-19,lenskart,ecommerce,eyewear etailing platform,new delhi,ratan tata,private equity,0.0Cr,2016,4,2
2016-04-19,collegedekho,consumer internet,college & student information platform,new delhi,man capital llp girnar software others,private equity,17.8Cr,2016,4,2
2016-04-19,oyofit,consumer internet,fitness services aggregator platform,bangalore,rn agarwal,seed funding,0.0Cr,2016,4,2
2016-04-19,oliveboard,consumer internet,online exam practice & preparation platform,bangalore,india educational investment fund,private equity,0.0Cr,2016,4,2
2016-04-19,simplilearn,consumer internet,online certification platform,bangalore,brand capital siddhivinayak skyscrapers dinesh r challa,private equity,0.0Cr,2016,4,2
2016-04-20,1mg,ecommerce,online pharmacy,gurgaon,maverick capital ventures sequoia capital omidyar network,private equity,133.5Cr,2016,4,2
2016-04-20,fashalot,consumer internet,fashion and store discovery mobile app,new delhi,yournest angel fund,seed funding,0.0Cr,2016,4,2
2016-04-20,broomberg,consumer internet,cleaning services provider,new delhi,undisclosed,seed funding,0.0Cr,2016,4,2
2016-04-21,mpaani,consumer internet,loyalty rewards platform,mumbai,blume ventures,seed funding,0.0Cr,2016,4,2
2016-04-21,yufta,ecommerce,hyperlocal fashion retail platform,jaipur,ajay data and undisclosed hnis,seed funding,0.0Cr,2016,4,2
2016-04-21,mishtag,consumer internet,"style, fashion discovery mobile app",new delhi,mandy partners svg media anthil ventures and others,seed funding,0.0Cr,2016,4,2
2016-04-21,advanced structures india,auto,automotive design and engineering company,bangalore,girnarsoft,private equity,0.0Cr,2016,4,2
2016-04-22,licious,ecommerce,mobile based meat ordering app,bangalore,mayfield india ii management ltd,private equity,26.7Cr,2016,4,2
2016-04-22,knolskae,consumer internet,educational gamification & simulation platform,bangalore,inventus capital hr fund,private equity,0.0Cr,2016,4,2
2016-04-22,druva,technology,converged backup & data protection solutions for enterprises,pune,ntt finance telephone corporation,private equity,0.0Cr,2016,4,2
2016-04-22,toko innovation studios,consumer internet,children\xe2\x80\x99s entertainment games & products,new delhi,indian angel network,seed funding,4.005Cr,2016,4,2
2016-04-25,commut,consumer internet,shuttle service provider,hyderabad,50k ventures,seed funding,1.78Cr,2016,4,2
2016-04-25,intouchapp,consumer internet,contact management mobile app,pune,blume ventures,seed funding,0.0Cr,2016,4,2
2016-04-25,dropkaffe,food & beverage,ready-to-drink beverage producer,bangalore,growthstory apurva salapuria hitesh oberoi sidharth pansari nirupa shankar,seed funding,4.895Cr,2016,4,2
2016-04-26,transerve,consumer internet,digital payments platform,mumbai,idfc spice fund micromax informatics,private equity,133.5Cr,2016,4,2
2016-04-26,cleartax,consumer internet,online filing of tax returns,bangalore,max levchin scott banister,private equity,11.57Cr,2016,4,2
2016-04-26,roposo,ecommerce,social fashion ecommerce discovery platform,gurgaon,bertelsmann india investments,private equity,133.5Cr,2016,4,2
2016-04-27,milkbasket,consumer internet,micro grocery delivery platform,gurgaon,evc ventures,seed funding,4.45Cr,2016,4,2
2016-04-27,railyatri,consumer internet,train related information portal,noida,nandan nilekani,private equity,0.0Cr,2016,4,2
2016-04-27,ichr,consumer internet,mobile based children health information app,new delhi,undisclosed,seed funding,4.005Cr,2016,4,2
2016-04-27,murgency,consumer internet,medical emergency response app,mumbai,axilor ventures parampara early stage opportunities fund and others,private equity,0.0Cr,2016,4,2
2016-04-28,the wedding brigade,consumer internet,online wedding information portal,mumbai,blume ventures,seed funding,5.34Cr,2016,4,2
2016-04-28,docsapp,consumer internet,online doctor discovery & chat platform,bangalore,rebright partners,private equity,10.68Cr,2016,4,2
2016-04-29,impactguru,consumer internet,online crowdfunding platform for ngos & social projects,mumbai,rb investments,seed funding,4.45Cr,2016,4,2
2016-04-29,letreach,ecommerce,ecommerce saas solutions,new delhi,vcommission,private equity,0.89Cr,2016,4,2
2016-03-01,driveu,consumer internet,chauffeurs discovery for private car owners,bangalore,unitus seed fund,seed funding,0.0Cr,2016,3,1
2016-03-01,gympik,consumer internet,"fitness centres, gym discovery online marketplace",bangalore,roundglass partners llc,private equity,0.0Cr,2016,3,1
2016-03-01,testbook,consumer internet,online test preparation platform,mumbai,s chand and co,private equity,0.0Cr,2016,3,1
2016-03-01,iqlect,technology,big data analytics platform,bangalore,lip-bu tan michael marks nicolas braithwaite,private equity,0.0Cr,2016,3,1
2016-03-02,momark,consumer internet,mobile wallet aggregation platform,noida,yournest angel fund,private equity,5.34Cr,2016,3,1
2016-03-02,skedool,consumer internet,ai based office assistant mobile app,seattle / bangalore,kludein llc\\nphanindra sama narayan ramachandran pranav pai,seed funding,0.0Cr,2016,3,1
2016-03-02,systemantics,technology,industrial robots maker,bangalore,nandan nilekani,private equity,12.46Cr,2016,3,1
2016-03-03,vertuals,technology,audio visual digital content creators for brands,mumbai,dino morea,seed funding,0.0Cr,2016,3,1
2016-03-03,imarticus learning,education,financial services & analytics education institute,mumbai,blinc advisors amit nanavati tashwinder singh taranjit jaswal amit khanna,private equity,8.9Cr,2016,3,1
2016-03-03,shouut,consumer internet,social discovery mobile app,new delhi,un disclosed investors,seed funding,4.45Cr,2016,3,1
2016-03-04,tinystep,consumer internet,parenting social network platform,bangalore,matt glickman,private equity,0.0Cr,2016,3,1
2016-03-04,aahaa,ecommerce,office products super store,chennai,yournest angel fund,private equity,8.9Cr,2016,3,1
2016-03-04,arcatron mobility,technology,smart wheelchair design and development,pune,sudhir mehta,seed funding,0.0Cr,2016,3,1
2016-03-04,ftcash,consumer internet,mobile payments platform,kolkata,ivycap ventures orios venture partners mayfield india,seed funding,1.335Cr,2016,3,1
2016-03-04,civilsdaily,consumer internet,civil services news aggregator,new delhi,manoj kumar and other undisclosed investors,seed funding,0.0Cr,2016,3,1
2016-03-04,zappka,consumer internet,mobile app discovery and review platform,gurgaon,daman soni rajat gupta and others,seed funding,0.89Cr,2016,3,1
2016-03-04,tarusa world,ecommerce,handicraft products etailer,mumbai,mohit gulati,seed funding,0.0Cr,2016,3,1
2016-03-04,medecube,healthcare,healthcare related services provider,gurgaon,artiman ventures,private equity,35.6Cr,2016,3,1
2016-03-07,now,consumer internet,bike taxi service & hyperlocal delivery app,noida,ruchirans jaipuria anuj sanghi,seed funding,4.45Cr,2016,3,1
2016-03-07,ninjacart,ecommerce,b2b marketplace for farmers & retailers,bangalore,accel partners qualcomm ventures mands partners zop smart,private equity,26.7Cr,2016,3,1
2016-03-07,reach,consumer internet,cross platform p2p file sharing mobile app,bangalore,rebright partners,seed funding,4.45Cr,2016,3,1
2016-03-07,vanity cube,consumer internet,hyperlocal beauty services platform,new delhi,unicorn venture,seed funding,2.225Cr,2016,3,1
2016-03-07,wooplr,ecommerce,curated fashion ecommerce portal,bangalore,naveen tewari abhay singhal amit gupta piyush shah raghunandan g rajiv mehta,seed funding,0.0Cr,2016,3,1
2016-03-07,medidaili,consumer internet,medical support service platform,bangalore,undisclosed,seed funding,0.89Cr,2016,3,1
2016-03-08,finomena,technology,credit worthiness big data analytics,new delhi,matrix partners india india quotient,private equity,0.0Cr,2016,3,1
2016-03-08,cookaroo,consumer internet,food delivery platform,bangalore,vijay krishna yadav,seed funding,0.0Cr,2016,3,1
2016-03-08,vphrase analytics,technology,ai based data analytics platform,mumbai,apoorv ranjan sharma daud ali and others,seed funding,0.0Cr,2016,3,1
2016-03-08,lovecycles,consumer internet,women\\xe2\\x80\\x99s health tracker,bangalore,prime venture partners kalaari capital,seed funding,6.675Cr,2016,3,1
2016-03-08,kartrocket,ecommerce,ecommerce saas platform,new delhi,undisclosed japanese investor bertelsmann india investments nirvana digital india fund nirvana digital investment holding co ltd 500 start-ups,private equity,71.2Cr,2016,3,1
2016-03-08,dunzo,consumer internet,daily task management app,bangalore,aspada investment advisors blume ventures,seed funding,5.785Cr,2016,3,1
2016-03-09,indiamart,ecommerce,b2b marketplace for smbs,noida,amadeus capital,private equity,0.0Cr,2016,3,1
2016-03-09,smartvizx,technology,virtual reality solutions,noida,indian angel network,seed funding,4.45Cr,2016,3,1
2016-03-09,mygubbi,real estate,interior design & home d\\xc3\\xa9cor solutions,bangalore,vipul parekh ajesh k murthy,seed funding,22.25Cr,2016,3,1
2016-03-09,nukkad shops,consumer internet,hyperlocal grocery delivery service,hyderabad,purpletalk inc,seed funding,8.9Cr,2016,3,1
2016-03-09,cloudacar,consumer internet,carpooling mobile app,pune,amit choudhary,seed funding,0.0Cr,2016,3,1
