date,startup,vertical,subvertical,city,Investor,Type,amount,year,month,quarter
2016-07-12,sirionlabs,technology,saas based service agreement management,gurgaon,saif partners sequoia capital,private equity,109.025Cr,2016,7,3
2016-07-12,gyandhan,consumer internet,education focused financing platform,new delhi,stanford angels and entrepreneurs harvard angels,seed funding,0.0Cr,2016,7,3
2016-07-12,mintm,consumer internet,digital marketing & adtech platform,bangalore,mumbai angels\\xc2\\xa0 times internet,private equity,0.0Cr,2016,7,3
2016-07-12,hitgrit,consumer internet,online legal consultation platform,chandigarh,ashish mahajan sarvesh sharma,seed funding,0.0Cr,2016,7,3
2016-07-12,find my stay,consumer internet,online budget hotel aggregator & booking platform,new delhi,rishi parti yogesh bansal,seed funding,0.0Cr,2016,7,3
2016-07-13,yaap,consumer internet,"online content discovery, creation & distribution platform",new delhi,rainmaker ventures,private equity,44.5Cr,2016,7,3
2016-07-13,utoo cabs,consumer internet,cab aggregation & rental platform,chennai,ajay piramal,seed funding,0.0Cr,2016,7,3
2016-07-13,twigly,consumer internet,online food ordering & delivery startup,gurgaon,tracxn labs hyderabad angels kunal shah gaurav bhalotia,seed funding,5.34Cr,2016,7,3
2016-07-13,sharechat,consumer internet,vernacular language content creation & sharing app,bangalore,saif partners india quotient,private equity,12.015Cr,2016,7,3
2016-07-13,urban tailor,consumer internet,e-tailoring service provider,bangalore,unitus seed fund,private equity,0.0Cr,2016,7,3
2016-07-13,rentomojo,consumer internet,online furniture renting platform,bangalore,accel partners idg ventures india,private equity,44.5Cr,2016,7,3
2016-07-13,cityfurnish,consumer internet,online furniture renting platform,gurgaon,brand capital siddhivinayak skyscrapers dinesh r challa,seed funding,0.0Cr,2016,7,3
2016-07-13,heal institute,healthcare,sports focused healthcare startup,mumbai,jaspal bindra parth jindal,seed funding,0.0Cr,2016,7,3
2016-07-14,augrav,ecommerce,personalized precious jewellery etailer,coimbatore,keiretsu forum,seed funding,4.005Cr,2016,7,3
2016-07-14,shoppinpal,technology,m-commerce solutions for retail stores,pune,plug and play tech center steelhead ventures and others,private equity,9.523Cr,2016,7,3
2016-07-14,transtutors / askiitians,consumer internet,online education & tutoring portals,new delhi,500 startups mato peric and others,private equity,0.0Cr,2016,7,3
2016-07-15,workapps,technology,enterprise work management software,pune,sri capital beenext pravega ventures,seed funding,8.9Cr,2016,7,3
2016-07-15,bankerbay,consumer internet,online investment banking platform,bangalore,un disclosed investors,private equity,17.8Cr,2016,7,3
2016-07-15,baggout,ecommerce,women\\xe2\\x80\\x99s fashion etailer,new delhi,sumit jain,seed funding,0.0Cr,2016,7,3
2016-07-15,trip shelf,ecommerce,travel package marketplace,new delhi,gems,seed funding,2.225Cr,2016,7,3
2016-07-15,satvacart,ecommerce,online grocers,new delhi,abhijit avasthi karan chellani sp vijay,seed funding,0.0Cr,2016,7,3
2016-07-15,ridlr,consumer internet,public transport mobile app,mumbai,times internet innoven capital matrix partners india qualcomm ventures,private equity,53.4Cr,2016,7,3
2016-07-18,yellowdig,consumer internet,online learning platform,pune,sri capital beenext pravega ventures,seed funding,5.785Cr,2016,7,3
2016-07-18,zuppler,consumer internet,online food ordering platform,new delhi,sri capital beenext pravega ventures,seed funding,5.785Cr,2016,7,3
2016-07-18,bluestone,ecommerce,jewellery etailer,mumbai,iifl and accel partners kalaari capital ivycap ventures rb investments,private equity,267.0Cr,2016,7,3
2016-07-18,underdogs,technology,game development startup,mumbai,intelli reboot digital pvt ltd,private equity,0.0Cr,2016,7,3
2016-07-18,imageprovision,technology,image analysis solutions,pune,satish jamdar,seed funding,0.0Cr,2016,7,3
2016-07-19,sagacito,technology,cloud-based enterprise solutions,new delhi,star india pvt ltd,private equity,89.0Cr,2016,7,3
2016-07-19,deal4loans / wishfin,consumer internet,\\nloans comparison platform\\n\\n\\n\\n     (adsbygoogle = window.adsbygoogle || []).push({});\\n\\n,noida,franklin templeton international services pvt ltd,private equity,133.5Cr,2016,7,3
2016-07-19,niyo solutions,technology,payroll & benefits software solutions,bangalore,prime venture partners kalaari capital,private equity,8.9Cr,2016,7,3
2016-07-19,applop,consumer internet,mobile apps saas platform,gurgaon,green house ventures accelerator,seed funding,2.225Cr,2016,7,3
2016-07-20,tax2win,consumer internet,online tax filing portal,jaipur,un disclosed investors,private equity,8.9Cr,2016,7,3
2016-07-20,truckola,logistics,tech-focused cargo transport startup,mumbai,abhishek agarwal krishnakumar nataraj sarath sura shanti mohan sarthak and nihit agarwal suramya gupta,seed funding,5.2955Cr,2016,7,3
2016-07-20,iserve financial,consumer internet,loan comparison & deals platform,pune,nilesh shah,seed funding,0.0Cr,2016,7,3
2016-07-21,mytaxiindia,consumer internet,online car rental booking platform,new delhi,nihon kotsu co,private equity,8.9Cr,2016,7,3
2016-07-21,aberuk,ecommerce,online marketplace for books,bangalore,swastika company ltd,seed funding,0.0Cr,2016,7,3
2016-07-21,wiwigo,consumer internet,inter-city taxi booking platform,bangalore,indian angel network,seed funding,5.2955Cr,2016,7,3
2016-06-01,chikoop,consumer internet,free ad based voice calling,indore,un disclosed investors,seed funding,0.0Cr,2016,6,2
2016-06-01,bridgei2i,technology,data analytics platform,bangalore,edelweiss private equity,private equity,0.0Cr,2016,6,2
2016-06-02,droom,ecommerce,online marketplace for used automobiles,new delhi,beenext digital garage lightbox beenos,private equity,0.0Cr,2016,6,2
2016-06-02,visit,consumer internet,on-demand healthcare service provider,new delhi,mapmyindia,seed funding,0.0Cr,2016,6,2
2016-06-02,atomberg,technology,"smart, energy efficient home appliance manufacturer",mumbai,parampara capital,private equity,8.9Cr,2016,6,2
2016-06-02,coutloot,ecommerce,fashion re-commerce platform,mumbai,venture catalysts,seed funding,0.0Cr,2016,6,2
2016-06-02,limo,consumer internet,bus aggregator mobile app,mumbai,rainmaker ventures,private equity,8.9Cr,2016,6,2
2016-06-03,icliniq,consumer internet,doctor consultation platform,bangalore,madhankumar madathupalayam,seed funding,0.0Cr,2016,6,2
2016-06-03,gogo truck,consumer internet,truck aggregator & booking platform,chennai,un disclosed investors,seed funding,0.6675Cr,2016,6,2
2016-06-03,vyome biosciences,healthcare,treatment development for antibiotic-resistant diseases,new delhi,romulus capital,private equity,17.8Cr,2016,6,2
2016-06-06,sillymonks,consumer internet,digital media and entertainment startup,hyderabad,sreenivasa reddy musani,seed funding,3.9872Cr,2016,6,2
2016-06-07,cuemath,education,k-12 maths learning courses,bangalore,sequoia capital unitus seed fund,private equity,35.6Cr,2016,6,2
2016-06-07,krazybee,consumer internet,student micro-loan platform,bangalore,yeahmobi fenqile,private equity,17.8Cr,2016,6,2
2016-06-07,intgrea,technology,post merger integration partners,bangalore,un disclosed investors,seed funding,0.89Cr,2016,6,2
2016-06-07,helpshift,technology,mobile crm platform,pune,microsoft ventures salesforce ventures,private equity,204.7Cr,2016,6,2
2016-06-07,credit vidya,technology,credit scoring platform,mumbai,kalaari capital yournest angel fund,private equity,8.9Cr,2016,6,2
2016-06-08,grey campus,consumer internet,online learning platform,hyderabad,sarath sura,seed funding,8.9Cr,2016,6,2
2016-06-08,listup,ecommerce,location based classified mobile app,mumbai,kae capital kunal shah sandeep tandon,seed funding,4.45Cr,2016,6,2
2016-06-08,6degree,technology,tech-enabled fashion talent platform,mumbai,indian angel network,seed funding,1.78Cr,2016,6,2
2016-06-08,shopwati,consumer internet,online fashion discussion community,gurgaon,sanjiv rai,seed funding,0.0Cr,2016,6,2
2016-06-08,cookifi,consumer internet,online chef discovery & booking service,bangalore,kunal shah aneesh reddy tracxn labs venkat tadanki krishna mehra amit rathore,seed funding,0.0Cr,2016,6,2
2016-06-08,storeking,ecommerce,connecting small town consumers to e-commerce,bangalore,axiata digital,private equity,142.4Cr,2016,6,2
2016-06-08,wired hub,real estate,co-working spaces,jaipur,ankit maheshwari anand singh,seed funding,0.0Cr,2016,6,2
2016-06-08,myseniordoctor,consumer internet,online medical support platform,gurgaon,blackjag partners,seed funding,1.78Cr,2016,6,2
2016-06-09,tea box,ecommerce,online tea store,siliguri,cameron jones,seed funding,0.0Cr,2016,6,2
2016-06-09,extraaedge,consumer internet,student acquisition platform,pune,ritesh dwivedy priti padhy,seed funding,0.0Cr,2016,6,2
2016-06-09,epaylater,technology,fin-tech platform,mumbai,3 undisclosed hnis,seed funding,17.8Cr,2016,6,2
2016-06-10,kyazoonga,ecommerce,online event ticketing platform,mumbai,ratan tata,seed funding,0.0Cr,2016,6,2
2016-06-10,paytunes,consumer internet,mobile based rewards platform,new delhi,cio angel network,private equity,4.45Cr,2016,6,2
2016-06-10,kickstart jobs,technology,entry level hiring platform,gurgaon,vivek joshi mohit satyanand amit banati arun khanna,seed funding,0.0Cr,2016,6,2
2016-06-10,freshee,fmcg,household packaging & storage product manufacturer,mumbai,edelweiss private equity,private equity,0.0Cr,2016,6,2
2016-06-10,madrat games,technology,wearable gaming platform,bangalore,ratan tata,seed funding,0.0Cr,2016,6,2
2016-06-11,jazzmyride,ecommerce,auto parts & accessories etailer,new delhi,tvs automobile solutions ltd,private equity,0.0Cr,2016,6,2
2016-06-11,autosense,technology,data analytics based customer management services,new delhi,tvs automobile solutions ltd,private equity,0.0Cr,2016,6,2
2016-06-11,redsun telematics,consumer internet,internet of things platform,chennai,tvs automobile solutions ltd,private equity,0.0Cr,2016,6,2
2016-06-13,khanagadi,consumer internet,online food delivery for train travelers,jaipur,50k ventures,seed funding,0.0Cr,2016,6,2
2016-06-13,bombay shirt company,ecommerce,online custom shirt retailer,mumbai,un disclosed investors,private equity,8.9Cr,2016,6,2
2016-06-14,edtechreview,consumer internet,education based online portal,new delhi,evc ventures,seed funding,0.0Cr,2016,6,2
2016-06-14,bonhomia,food & beverage,premium tea & coffee capsules maker,new delhi,valpro capital and existing investors,private equity,0.0Cr,2016,6,2
2016-06-14,gobolt,logistics,b2b logistics provider,new delhi,mcube8,seed funding,0.0Cr,2016,6,2
2016-06-14,jivox,technology,data driven advertising platform,bangalore,you and mr jones fortisure ventures diaz nesamoney,private equity,53.4Cr,2016,6,2
2016-06-14,sminq,consumer internet,queue management mobile app,pune,saama capital blume ventures and vaibhav domkundwar,seed funding,8.9Cr,2016,6,2
2016-06-14,curejoy,consumer internet,online alternative health community platform,bangalore,accel partners india,private equity,39.16Cr,2016,6,2
2016-06-15,onewaycab,consumer internet,taxi rental platform,vadodara,indian angel network,seed funding,4.005Cr,2016,6,2
2016-06-15,grabonrent,ecommerce,on-demand product rental marketplace,bangalore,ivycap ventures and unicorn india ventures,private equity,0.0Cr,2016,6,2
2016-06-16,diro labs,consumer internet,contact management mobile app,new delhi,info edge (india) ltd and temasek,private equity,4.005Cr,2016,6,2
2016-06-16,unnati helpers,consumer internet,help hiring platform,gurgaon,info edge (india) ltd and temasek,private equity,5.34Cr,2016,6,2
2016-06-16,athletto,consumer internet,sports venue discovery and booking platform,bangalore,atul ingle,seed funding,0.0Cr,2016,6,2
2016-06-16,saavn,consumer internet,web/mobile music streaming service,usa,guy oseary,private equity,0.0Cr,2016,6,2
2016-06-16,voonik,ecommerce,online women\\xe2\\x80\\x99s fashion marketplace,bangalore,saif partners sequoia capital,private equity,178.0Cr,2016,6,2
2016-06-16,thinkphi,technology,sustainable green tech solution developer,mumbai,nimmagadda prasad,seed funding,0.0Cr,2016,6,2
2016-06-17,cleartax,consumer internet,online tax filing platform,new delhi,ravi adusumalli saif partners,private equity,106.8Cr,2016,6,2
2016-06-17,silvan innovation labs,technology,home automation solutions,bangalore,infuse ventures fund,private equity,8.01Cr,2016,6,2
2016-06-17,greythr,technology,payroll & hr software developer,bangalore,new enterprise associates (nea) blume ventures,private equity,46.28Cr,2016,6,2
2016-06-17,duffl,ecommerce,fashion rental marketplace,bangalore,betonindia technology pvt ltd,seed funding,0.0Cr,2016,6,2
2016-06-17,byg,consumer internet,fitness centre discovery & booking mobile app,bangalore,sanjay verma amit khanna (letsventure),seed funding,0.0Cr,2016,6,2
2016-06-20,dipper,ecommerce,freight logistics marketplace,new delhi,un disclosed investors,seed funding,0.0Cr,2016,6,2
2016-06-20,qonfuse,consumer internet,online test papers for competitive exams,new delhi,hamraj kumar,seed funding,0.0Cr,2016,6,2
2016-06-20,the indian iris,consumer internet,govt policy research & information portal,ahmedabad,timbru ventures,seed funding,0.0Cr,2016,6,2
2016-06-21,onspoon,consumer internet,online platform for event sponsorship,mumbai,swan angel networksachin khandelwal and others,seed funding,1.335Cr,2016,6,2
2016-06-21,restate,consumer internet,real estate platform,bangalore,idein ventures,seed funding,0.0Cr,2016,6,2
2016-06-21,cleartrip,consumer internet,online travel agency,mumbai,concur technologies gund investment,private equity,0.0Cr,2016,6,2
2016-06-21,procmart,consumer internet,online procurement marketplace,noida,indiamart,private equity,0.0Cr,2016,6,2
2016-06-21,celerix,technology,fintech product development & services startup,bangalore,bitkemy ventures,seed funding,3.56Cr,2016,6,2
2016-06-21,naturenama,consumer internet,online outdoors & travel,mumbai,unicorn venture,seed funding,2.0025Cr,2016,6,2
2016-06-21,cyclopsmedtech,technology,medical technology provider,bangalore,cp bothra,seed funding,0.0Cr,2016,6,2
2016-06-21,syona cosmetics,fmcg,beauty products & training to salons & spas,chennai,the chennai angels,seed funding,1.335Cr,2016,6,2
2016-06-21,prettysecrets,ecommerce,women lingerie store,mumbai,rb investments,private equity,53.4Cr,2016,6,2
2016-06-22,spiderg,consumer internet,online invoice app for smes,pune,rahul kirloskar fusion tech ventures adi saravanan pravin dongre mahendra doshi,seed funding,1.335Cr,2016,6,2
2016-06-23,fareye,technology,logistics management software,new delhi,saif partners accel partners kunal bahl rohit bansal,private equity,31.15Cr,2016,6,2
2016-06-23,the uolo,consumer internet,school parent communication app,bangalore,purvi ventures rajul garg vipin arora,seed funding,1.869Cr,2016,6,2
2016-06-23,staqu,technology,artificial intelligence based search platform,gurgaon,indian angel network,seed funding,0.0Cr,2016,6,2
2016-06-23,padhopadhao,consumer internet,home tutors search & discovery,new delhi,rise india,private equity,0.0Cr,2016,6,2
2016-06-24,drivify,consumer internet,professional driver discovery & booking mobile app,mumbai,jitendra gupta pankaj tripathi,seed funding,0.445Cr,2016,6,2
2016-06-24,pratilipi,consumer internet,multi-lingual self-publishing platform,bangalore,nexus venture partners,seed funding,0.0Cr,2016,6,2
2016-06-24,parablu,technology,cloud data security & privacy solutions,bangalore,kalaari capital yournest angel fund,seed funding,4.45Cr,2016,6,2
2016-06-24,schedulers logistics,logistics,cold storage logistics solutions,mumbai,gvfl ltd,private equity,53.4Cr,2016,6,2
2016-06-24,leap india,others,supply chain equipment & services provider,mumbai,mayfield ventures,private equity,26.7Cr,2016,6,2
2016-06-24,kabadiexpress,others,free door step scrap pickup service,new delhi,un disclosed investors,seed funding,1.3172Cr,2016,6,2
2016-06-27,yourdost,consumer internet,online counselling & personal coaching platform,bangalore,saif partners aprameya radhakrishnan phanindra sama subba rao telidevara vibhu garg paula ravindra mariwala gaurav bhalotia,seed funding,10.68Cr,2016,6,2
2016-06-27,gomalon,consumer internet,online spa & salon discovery & booking platform,bangalore,un disclosed investors,seed funding,0.89Cr,2016,6,2
2016-06-27,voler cars,consumer internet,self-driven car rental platform,new delhi,kanodia family amit banka,seed funding,0.0Cr,2016,6,2
2016-06-27,travelyaari,consumer internet,online ticket booking platform,bangalore,gvfl ltd,private equity,26.7Cr,2016,6,2
2016-06-28,fab hotels,consumer internet,online hotel aggregator & booking platform,gurgaon,accel partners rb investments,private equity,71.2Cr,2016,6,2
2016-06-28,locanix,technology,gps based saas solutions,ahmedabad,un disclosed investors,seed funding,2.67Cr,2016,6,2
2016-06-28,lendingkart,consumer internet,online working capital business loans platform,ahmedabad,bertelsmann india investments,private equity,284.8Cr,2016,6,2
2016-06-28,hello tax,consumer internet,online tax filing platform,new delhi,sanjeev sinha,seed funding,2.6255Cr,2016,6,2
2016-06-28,mysuperbrain,consumer internet,online talent discovery platform for kids,hyderabad,soniks consulting,seed funding,0.0Cr,2016,6,2
2016-06-28,blogbeats,consumer internet,online blogging platform,bangalore,un disclosed investors,seed funding,0.0Cr,2016,6,2
2016-06-29,letreach,ecommerce,ecommerce saas solutions,new delhi,vcommission,private equity,0.89Cr,2016,6,2
2016-06-29,trendieapp,technology,visual content marketing,kolkata,harsh vardhan hada,seed funding,0.445Cr,2016,6,2
2016-06-29,impactguru,consumer internet,crowdfunding platform,mumbai,piyush jain,seed funding,0.0Cr,2016,6,2
2016-06-29,velvetcase,ecommerce,online designer jewellery marketplace,mumbai,uniqorn ventures fund tv mohandas pai s somasegar,private equity,13.35Cr,2016,6,2
2016-06-30,meru cabs,consumer internet,online/ mobile tax cab booking,mumbai,brand capital siddhivinayak skyscrapers dinesh r challa,private equity,222.5Cr,2016,6,2
2016-06-30,campus diaries,consumer internet,student focussed content discovery portal,bangalore,aarin capital unitus seed fund,seed funding,1.958Cr,2016,6,2
2016-06-30,scripbox,consumer internet,online mutual fund investment platform,bangalore,omidyar network accel partners and existing investors,private equity,0.0Cr,2016,6,2
2016-06-30,biryani blues,food & beverage,qsr chain,gurgaon,carpediem capital,private equity,3.2752Cr,2016,6,2
2016-05-01,motomojo,consumer internet,mobile based vehicle maintenance app,mumbai,niloufer dundh fauzan rahim balamurugan mani,seed funding,0.0Cr,2016,5,2
2016-05-01,get my parking,technology,parking technology platform,new delhi,the chennai angels,seed funding,3.3464Cr,2016,5,2
2016-05-01,prescribez,consumer internet,health service aggregator platform,pune,ankush mehta,seed funding,1.2905Cr,2016,5,2
2016-05-02,airwood,technology,agri data & analytics platform,chennai,startupxseed ventures,seed funding,0.0Cr,2016,5,2
2016-05-03,mobikwik,consumer internet,mobile & digital wallet,gurgaon,gmo payment gateway mediatek,private equity,445.0Cr,2016,5,2
2016-05-03,idreamcareer,consumer internet,career planning services portal,new delhi,brand capital siddhivinayak skyscrapers dinesh r challa,private equity,0.0Cr,2016,5,2
2016-05-03,zwayam,consumer internet,online recruitment platform,bangalore,un disclosed investors,seed funding,2.225Cr,2016,5,2
2016-05-03,boibanit,consumer internet,online food delivery platform,vadodara,un disclosed investors,seed funding,0.0Cr,2016,5,2
2016-05-03,zuver,consumer internet,car driver discovery app,mumbai,shruth and smith group hermes group,seed funding,1.602Cr,2016,5,2
2016-05-03,prepathon,education,competitive exam learning platform,mumbai,blume ventures,private equity,0.0Cr,2016,5,2
2016-05-04,easyroads,consumer internet,road trip planning mobile app,mumbai,rohan angrish hrishi oberoi rahul mehta kapil hetamsaria pranav dedhia,seed funding,1.78Cr,2016,5,2
2016-05-04,lenskart,ecommerce,eyewear & accessories etailer,new delhi,international finance corp tpg growth adveq management idg ventures ratan tata kris gopalakrishnan,private equity,534.0Cr,2016,5,2
2016-05-04,seclore,technology,enterprise security technology platform,mumbai,sistema asia fund helion venture ventureeast india alternatives,private equity,106.8Cr,2016,5,2
2016-05-04,solartown,technology,solar rooftop system installation company,chennai,grexin,seed funding,1.78Cr,2016,5,2
2016-05-04,comarete,technology,telecom & media it services company,pune,grexin,seed funding,1.78Cr,2016,5,2
2016-05-04,mydentistchoice,ecommerce,medical supplies etailer,hyderabad,un disclosed investors,seed funding,1.335Cr,2016,5,2
2016-05-04,active ai,technology,intelligent tech platform for finance vertical,singapore,kalaari capital accelerator program,seed funding,4.45Cr,2016,5,2
2016-05-04,affordplan,technology,affordable non-emergency medical service health plans,new delhi,kalaari capital accelerator program,seed funding,4.45Cr,2016,5,2
2016-05-04,indee,consumer internet,web video streaming platform,bangalore,kalaari capital accelerator program,seed funding,4.45Cr,2016,5,2
2016-05-05,unbxd,technology,ecommerce product discovery software,new delhi,indian angel network,private equity,0.0Cr,2016,5,2
2016-05-05,weballigator,consumer internet,cloud based software solutions,bangalore,group of undisclosed angel investors and hnis,seed funding,3.3375Cr,2016,5,2
2016-05-06,eduace services,education,education workshops & mentoring programs,lucknow,momagic technologies,private equity,8.9Cr,2016,5,2
2016-05-06,meesho,ecommerce,social commerce platform,bangalore,rajul garg and others,seed funding,0.0Cr,2016,5,2
2016-05-07,zebroads,logistics,logistics and warehousing services,hyderabad,un disclosed investors,seed funding,0.6675Cr,2016,5,2
2016-05-09,locus,technology,logistics intelligence platform,bangalore,exfinity venture partners,private equity,24.475Cr,2016,5,2
2016-05-09,toko innovations,consumer internet,children\\xe2\\x80\\x99s entertainment portal,bangalore,roopak saluja vishal khare,seed funding,4.005Cr,2016,5,2
2016-05-09,rentickle,ecommerce,"furniture, appliances portal",new delhi,manish kheterpal vinay mittal dinesh mittal sandeep gupta,seed funding,2.225Cr,2016,5,2
2016-05-10,healthifyme,consumer internet,health & fitness app,bangalore,idg ventures india,private equity,53.4Cr,2016,5,2
2016-05-10,zarget,consumer internet,conversion rate optimization platform,chennai,accel partners matrix partners girish mathrubootham,private equity,13.35Cr,2016,5,2
2016-05-10,innonano research,technology,clean water technology,chennai,nanoholdings,private equity,160.2Cr,2016,5,2
2016-05-10,schoolwear,ecommerce,school uniform & supplies marketplace,mumbai,un disclosed investors,seed funding,13.35Cr,2016,5,2
2016-05-10,swiggy,consumer internet,food delivery platform,bangalore,norwest venture partners dst global accel partners,private equity,62.3Cr,2016,5,2
2016-05-11,zenify,consumer internet,home rental discovery & booking portal,bangalore,un disclosed investors,private equity,8.01Cr,2016,5,2
2016-05-11,faircent,consumer internet,online peer to peer lending platform,gurgaon,jm financial products ltd arun tadanki doreswamy nandkishore kshitij jain,private equity,0.0Cr,2016,5,2
2016-05-11,fractal analytics,technology,data analytics company,mumbai,khazanah nasional berhad,private equity,890.0Cr,2016,5,2
2016-05-12,unacademy,consumer internet,free online education platform,bangalore,blume ventures,seed funding,4.45Cr,2016,5,2
2016-05-12,capital float,consumer internet,online lending platform,bangalore,creation investments capital management saif partners sequoia capital aspada ventures,private equity,222.5Cr,2016,5,2
2016-05-12,life circle,healthcare,senior healthcare services,hyderabad,groupe sos,private equity,1.335Cr,2016,5,2
2016-05-12,dream wallets,consumer internet,online crowdfunding platform,jaipur,rakesh gupta aditya aggarwal siddharth banerjee vikas ranjan anshul jindal sunil koul and sanjeev agrawal,seed funding,0.0Cr,2016,5,2
2016-05-12,shabdnagari,consumer internet,hindi social networking portal,kanpur,ah! ventures calcutta angels\\xc2\\xa0 91springboard,seed funding,0.0Cr,2016,5,2
2016-05-12,galleri5,consumer internet,visual content discovery platform,bangalore,phanindra sama raghunandan g,seed funding,0.0Cr,2016,5,2
2016-05-12,derbii,logistics,carpooling services,gurgaon,anurag chauhan,seed funding,0.0Cr,2016,5,2
2016-05-13,stayzilla,consumer internet,budget room aggregator booking platform,chennai,matrix partners nexus ventures,private equity,120.15Cr,2016,5,2
2016-05-13,wow express,logistics,e-commerce logistics solutions,mumbai,undisclosed,private equity,19.58Cr,2016,5,2
2016-05-16,smartivity,ecommerce,smart learning products,delhi,s chand advantedge partners,private equity,8.9Cr,2016,5,2
2016-05-16,bedbathmore,consumer internet,home decor emarketplace,mumbai,kinnevik group rocket internet,private equity,0.0Cr,2016,5,2
2016-05-17,murgency,consumer internet,medical emergency response app,mumbai,ratan tata,private equity,0.0Cr,2016,5,2
2016-05-17,crownit,consumer internet,mobile customer rewards management platform,gurgaon,undisclosed,private equity,0.0Cr,2016,5,2
2016-05-17,blinge,ecommerce,apparel rental platform,mumbai,ankit nagori,seed funding,0.0Cr,2016,5,2
2016-05-18,thesmartq,consumer internet,food ordering mobile app,bangalore,yournest angel fund,seed funding,2.225Cr,2016,5,2
2016-05-18,purplehealth,consumer internet,online health-on-demand platform,trivandrum,katabole technology venture,seed funding,0.89Cr,2016,5,2
2016-05-18,fundamentor,education,aptitude development program,pune,subramanya sv,seed funding,0.0Cr,2016,5,2
2016-05-18,edupristine,education,online certification courses,mumbai,kaizen management advisors devry inc,private equity,89.0Cr,2016,5,2
2016-05-18,bhive workspace,reality,co-working spaces,bangalore,blume ventures,private equity,8.9Cr,2016,5,2
2016-05-18,parentlane,consumer internet,parenting & child care app,bangalore,sujeet kumar aprameya sumit jain subramanya venkat venk ravi machani hitesh gupta rohit choudhary,seed funding,0.0Cr,2016,5,2
2016-05-19,appie,consumer internet,location-based offline retail discovery platform,mumbai,un disclosed investors,seed funding,8.9Cr,2016,5,2
2016-05-19,nikiai,technology,artificial intelligence platform,bangalore,ratan tata,private equity,0.0Cr,2016,5,2
2016-05-19,taxivaxi,consumer internet,cab aggregating platform,new delhi,undisclosed,seed funding,4.45Cr,2016,5,2
2016-05-19,veqta,consumer internet,on demand digital sports network,new delhi,chatsworth management itw digital,seed funding,4.45Cr,2016,5,2
2016-05-20,i2i funding,consumer internet,online peer to peer funding,noida,un disclosed investors,seed funding,2.67Cr,2016,5,2
2016-05-23,edurev,consumer internet,online learning platform,gurgaon,pradeep reddy kamasan,seed funding,0.0Cr,2016,5,2
2016-05-23,hoppingo,consumer internet,fashion discovery platform,new delhi,vcommission,seed funding,0.7921Cr,2016,5,2
2016-05-24,eatonomist,consumer internet,food delivery platform,gurgaon,mcube capital advisors pvt ltd,seed funding,0.0Cr,2016,5,2
2016-05-24,goalwise,consumer internet,online investment platform,bangalore,undisclosed,seed funding,8.9Cr,2016,5,2
2016-05-25,roast,consumer internet,mobile entertainment app,new delhi,indian angel network,seed funding,0.0Cr,2016,5,2
2016-05-25,address health,healthcare,pediatric primary healthcare network,bangalore,gray matters,private equity,13.35Cr,2016,5,2
2016-05-25,arcatron mobility,technology,mobility devices for differently abled,pune,sudhir mehta,seed funding,0.89Cr,2016,5,2
2016-05-25,shethepeople,consumer internet,digital platform for women,new delhi,anand mahindra,seed funding,0.0Cr,2016,5,2
2016-05-26,cleartax,consumer internet,online income tax filing platform,bangalore,ff angel sequoia capital,private equity,17.8Cr,2016,5,2
2016-05-26,consure medical,healthcare,medical devices kit manufacturer,new delhi,accel partners india,private equity,0.0Cr,2016,5,2
2016-05-26,mchamp,consumer internet,celebrity entertainment contest app,new delhi,momagic technologies,seed funding,4.2275Cr,2016,5,2
2016-05-27,pianta,consumer internet,online healthcare service discovery platform,bangalore,kae capital kunal shah sandeep tandon,seed funding,0.0Cr,2016,5,2
2016-05-30,vahanalytics,technology,safe driving analytics platform,mumbai,anirudh damani vikram lakhotia,seed funding,1.78Cr,2016,5,2
2016-05-31,play your sport,consumer internet,location based sports & fitness discovery app,new delhi,ashish gupta and other undisclosed investors,seed funding,0.0Cr,2016,5,2
2016-05-31,koovs,ecommerce,apparel & lifestyle etailer,new delhi,ht media,private equity,39.16Cr,2016,5,2
2016-05-31,ccavenue,consumer internet,payment gateway,mumbai,nsi infinium global pvt ltd,private equity,79.21Cr,2016,5,2
2016-05-31,1mg,ecommerce,online pharmacy,gurgaon,hbm healthcare investments maverick capital ventures sequoia india omidyar network and kae capital,private equity,0.0Cr,2016,5,2
2016-05-31,tpot,food & beverage,qsr chain,gurgaon,ashish gupta and other undisclosed investors,seed funding,0.0Cr,2016,5,2
2016-05-31,machadalo,consumer internet,hyperlocal advertising platform,mumbai,un disclosed investors,seed funding,1.5575Cr,2016,5,2
2016-04-01,dil mil,consumer internet,matchmaking mobile app,sfo / bangalore,nelstone ventures transmedia capital maiden lane ventures csc upshot and angel investors,private equity,24.03Cr,2016,4,2
2016-04-01,picsdream,consumer internet,online marketplace for photographers,delhi,raman roy ashish gupta yogesh andlay vaibhav jain,seed funding,0.0Cr,2016,4,2
2016-04-01,process 9,consumer internet,online translation and transliteration,gurgaon,indian angel network,seed funding,0.0Cr,2016,4,2
2016-04-04,housing,consumer internet,real estate portal,mumbai,vineet singh,private equity,0.0Cr,2016,4,2
2016-04-04,roll mafia,food & beverage,rolls & biryanis qsr chain,pune,equentia natural resource and other undisclosed investors,seed funding,0.0Cr,2016,4,2
2016-04-04,hungama,consumer internet,digital media entertainment portal,mumbai,xiaomi inc,private equity,222.5Cr,2016,4,2
